"","Apr","Aug","Dec","Feb","Jan","Jul","Jun","Mar","May","Nov","Oct","Sep","Fri","Mon","Sat","Sun","Thur","Tue","Wed","temperature","wind_speed","scaledCollisions","num_collisions"
"201",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,20.6,3.4,0.82843137254902,353
"202",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21.8,1.8,0.583333333333333,303
"203",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21.4,3.6,0.691176470588235,325
"204",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22.2,1.9,0.632352941176471,313
"205",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.2,3,0.524509803921569,291
"206",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22.8,4.3,0.588235294117647,304
"207",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,25.2,2.5,0.838235294117647,355
"208",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25.9,3.9,0.735294117647059,334
"209",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22.4,5.6,0.637254901960784,314
"210",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22.6,5.1,0.759803921568627,339
"211",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24.8,1.7,0.720588235294118,331
"212",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26.2,2.5,0.647058823529412,316
"213",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,27.2,3.5,0.686274509803922,324
"214",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,29.6,2,0.852941176470588,358
"215",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28.9,2.7,0.57843137254902,302
"216",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24.9,4,0.637254901960784,314
"217",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23.6,2.2,0.573529411764706,301
"218",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24.2,2,0.5,286
"219",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25.2,1.8,0.735294117647059,334
"220",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26.4,3.7,0.5,286
"221",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,25.8,2.8,0.691176470588235,325
"222",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25.4,1.4,0.67156862745098,321
"223",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23.3,4.2,0.357843137254902,257
"224",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23.6,4.6,0.534313725490196,293
"225",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26.6,2.6,0.725490196078431,332
"226",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27.7,1.5,0.745098039215686,336
"227",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28.8,2.1,0.779411764705882,343
"228",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,27.9,2.6,0.808823529411765,349
"229",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23.8,5.3,0.583333333333333,303
"230",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21.7,3.4,0.852941176470588,358
"231",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25.3,1.4,0.681372549019608,323
"232",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26.2,2.9,0.617647058823529,310
"233",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,22.8,5.5,0.661764705882353,319
"234",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,19.8,7.2,0.887254901960784,365
"235",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,19.3,3,0.823529411764706,352
"236",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,20.4,2.2,0.769607843137255,341
"237",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,21.5,1.5,0.534313725490196,293
"238",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,23.4,4.7,0.563725490196078,299
"239",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,22.2,2.1,0.75,337
"240",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,24,2.5,0.735294117647059,334
"241",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,22,6.7,0.53921568627451,294
"242",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,20.3,5.8,0.823529411764706,352
"243",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,20.1,1.8,0.730392156862745,333
"244",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,22.8,3.2,0.67156862745098,321
"245",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,25.7,4.2,0.950980392156863,378
"246",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,22.7,1.6,0.774509803921569,342
"247",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,25.1,7.2,0.843137254901961,356
"248",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,23.1,9.8,0.416666666666667,269
"249",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,22.3,11.2,0.936274509803922,375
"250",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,24.1,6,0.661764705882353,319
"251",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,22.1,7.8,0.656862745098039,318
"252",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,20.1,5.4,0.651960784313726,317
"253",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,20.3,7.5,0.622549019607843,311
"254",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,23.2,9.6,0.514705882352941,289
"255",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,24.3,4.2,0.661764705882353,319
"256",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,18.4,4.5,0.975490196078431,383
"257",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,18.9,0.9,0.852941176470588,358
"258",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,19,4.2,0.637254901960784,314
"259",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,20.2,10.6,0.691176470588235,325
"260",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,20.4,8.8,0.549019607843137,296
"261",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,16.8,10,0.779411764705882,343
"262",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,16.4,7.9,0.784313725490196,344
"263",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,14.8,7,0.985294117647059,385
"264",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,17.7,6.3,0.808823529411765,349
"265",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,20.8,4.8,0.705882352941177,328
"266",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,20.7,7.9,0.519607843137255,290
"267",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,16.7,2,0.656862745098039,318
"268",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,17.8,1.7,0.42156862745098,270
"269",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,19.2,0.9,0.901960784313726,368
"270",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,19.6,2.1,0.867647058823529,361
"271",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,18,6.7,0.411764705882353,268
"272",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,17.2,8.9,0.416666666666667,269
"273",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,18.2,7,0.553921568627451,297
"274",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,18.3,2.6,0.67156862745098,321
"275",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,18.6,0.8,0.627450980392157,312
"276",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,20.2,2.7,0.82843137254902,353
"277",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,20.8,1.6,0.965686274509804,381
"278",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,21.1,3.7,0.759803921568627,339
"279",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,14.1,5.7,0.661764705882353,319
"280",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,11.8,5.8,0.656862745098039,318
"281",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12.3,4.8,0.57843137254902,302
"282",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,17.9,3.5,0.887254901960784,365
"283",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,19.2,3,0.916666666666667,371
"284",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,18.2,4,0.965686274509804,381
"285",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,12.9,2.6,0.627450980392157,312
"286",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,17.4,2.2,0.715686274509804,330
"287",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,15.7,5.2,0.681372549019608,323
"288",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,14.1,7.4,0.681372549019608,323
"289",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,11.9,4.3,0.784313725490196,344
"290",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,11.7,6.8,0.848039215686274,357
"291",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,14.1,6.3,0.823529411764706,352
"292",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,14.6,3.4,0.872549019607843,362
"293",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,13.2,5.1,0.720588235294118,331
"294",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,10.4,2.1,0.450980392156863,276
"295",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7.7,3.5,0.67156862745098,321
"296",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6.9,3.2,0.651960784313726,317
"297",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,7.1,3.4,0.990196078431373,386
"298",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,7.7,2.5,0.740196078431373,335
"299",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,8.1,2.2,0.397058823529412,265
"300",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,11.8,2.8,0.71078431372549,329
"301",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,14.4,2.4,0.700980392156863,327
"302",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,15.3,2.3,0.794117647058823,346
"303",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,11.3,3.2,0.529411764705882,292
"304",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,16.4,5.6,0.82843137254902,353
"305",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,11.3,3.4,0.740196078431373,335
"306",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5.9,3.6,0.416666666666667,269
"307",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6.4,5.2,0.779411764705882,343
"308",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5.7,5.8,0.642156862745098,315
"309",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,8.2,1.8,0.651960784313726,317
"310",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,15.3,4.1,0.818627450980392,351
"311",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,8.2,7.7,0.808823529411765,349
"312",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5.1,3.3,0.593137254901961,305
"313",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,9.2,2.9,0.436274509803922,273
"314",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,9.9,5.1,0.637254901960784,314
"315",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2.6,7.5,0.764705882352941,340
"316",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2.3,4.2,0.901960784313726,368
"317",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7.9,3,0.161764705882353,217
"318",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,7.4,5.7,0.377450980392157,261
"319",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2.6,8.4,0.392156862745098,264
"320",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2.3,2.2,0.426470588235294,271
"321",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4.1,4.9,0.681372549019608,323
"322",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2.1,4.3,0.480392156862745,282
"323",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.3,4,0.401960784313726,266
"324",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10.9,4.2,0.661764705882353,319
"325",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.9,7.5,0.779411764705882,343
"326",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.3,3,0.46078431372549,278
"327",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.3,1.9,0.348039215686274,255
"328",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.9,4.1,0.78921568627451,345
"329",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.4,6.1,0.67156862745098,321
"330",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.7,4,0.504901960784314,287
"331",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.6,5.1,0.485294117647059,283
"332",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.2,3.1,0.573529411764706,301
"333",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11.8,3.2,0.602941176470588,307
"334",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9.9,7.6,0.401960784313726,266
"335",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.3,6.6,0.57843137254902,302
"336",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8.9,4.7,0.676470588235294,322
"337",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,4.8,0.495098039215686,285
"338",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13.7,6.5,0.651960784313726,317
"339",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14.4,6.5,0.593137254901961,305
"340",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.7,3.9,0.720588235294118,331
"341",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.9,4.8,0.524509803921569,291
"342",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9,4.5,0.529411764705882,292
"343",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.4,4.2,0.352941176470588,256
"344",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.1,5.4,0.46078431372549,278
"345",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7,5.5,0.57843137254902,302
"346",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.6,3.4,0.475490196078431,281
"347",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.7,3,0.0245098039215686,189
"348",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.2,7.6,0.00980392156862745,186
"349",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,4.9,0.112745098039216,207
"350",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.4,4.1,0.181372549019608,221
"351",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.9,5,0.0392156862745098,192
"352",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.2,2.8,0.191176470588235,223
"353",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.1,2,0.235294117647059,232
"354",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11.3,1.9,0.556756756756757,283
"355",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.8,4.1,0.00540540540540541,181
"356",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8.5,0.151351351351351,208
"357",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-3.7,5.7,0.405405405405405,255
"358",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.1,4.2,0.681081081081081,306
"359",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.7,6.1,0.286486486486487,233
"360",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.5,6.9,0.627027027027027,296
"361",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-3.8,6.3,0.302702702702703,236
"362",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.1,6.2,0.291891891891892,234
"363",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.4,7.7,0.459459459459459,265
"364",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-6.9,7.2,0.416216216216216,257
"365",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.3,4.7,0.378378378378378,250
"366",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.2,2.7,0.475675675675676,268
"367",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.1,6.4,0.589189189189189,289
"368",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-7.7,6.3,0.302702702702703,236
"369",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-8.2,6.7,0.464864864864865,266
"370",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.1,9.6,0.124324324324324,203
"371",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8,8.9,0.421621621621622,258
"372",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4.7,0.405405405405405,255
"373",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.8,6.3,0.356756756756757,246
"374",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-7.1,6.9,0.583783783783784,288
"375",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-6.4,5.2,0.47027027027027,267
"376",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.6,5.3,0.264864864864865,229
"377",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.8,3.4,0.313513513513514,238
"378",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.9,4.9,0.297297297297297,235
"379",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3.6,5.8,0.464864864864865,266
"380",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-4.5,4.2,0.497297297297297,272
"381",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.8,3.7,0.556756756756757,283
"382",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-5.6,9.7,0.518918918918919,276
"383",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-8.3,7.9,0.237837837837838,224
"384",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-3.9,3.5,0.713513513513514,312
"385",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.9,4.4,0.508108108108108,274
"386",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.2,3.5,0.475675675675676,268
"387",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.9,3,0.367567567567568,248
"388",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.4,5.4,0.583783783783784,288
"389",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-3.9,7.2,0.621621621621622,295
"390",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-5.4,4.7,0.486486486486487,270
"391",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.4,3.3,0.518918918918919,276
"392",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.1,5.4,0.535135135135135,279
"393",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.1,3.8,0.497297297297297,272
"394",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.1,4.1,0.659459459459459,302
"395",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8.6,4.2,0.751351351351351,319
"396",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.2,6.8,0.308108108108108,237
"397",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.7,5.4,0.264864864864865,229
"398",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-5.7,7.9,0.675675675675676,305
"399",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-5.6,4.5,0.589189189189189,289
"400",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.6,4.5,0.52972972972973,278
